year,state,state_po,county,office,candidate,party,candidatevotes,mode
2008,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8958,TOTAL
2008,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10834,TOTAL
2008,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,BARACK OBAMA,DEMOCRAT,103456,TOTAL
2008,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,32353,TOTAL
2008,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17403,TOTAL
2008,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8445,TOTAL
2008,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,BARACK OBAMA,DEMOCRAT,91085,TOTAL
2008,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,73674,TOTAL
2008,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13085,TOTAL
2008,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13273,TOTAL
2008,NORTH CAROLINA,NC,GASTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,31384,TOTAL
2008,NORTH CAROLINA,NC,GASTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,52507,TOTAL
2008,NORTH CAROLINA,NC,GATES,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2830,TOTAL
2008,NORTH CAROLINA,NC,GATES,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2547,TOTAL
2008,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1265,TOTAL
2008,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2824,TOTAL
2008,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13074,TOTAL
2008,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11447,TOTAL
2008,NORTH CAROLINA,NC,GREENE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3796,TOTAL
2008,NORTH CAROLINA,NC,GREENE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4272,TOTAL
2008,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,142101,TOTAL
2008,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,97718,TOTAL
2008,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,BARACK OBAMA,DEMOCRAT,16047,TOTAL
2008,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8961,TOTAL
2008,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,BARACK OBAMA,DEMOCRAT,16785,TOTAL
2008,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,23579,TOTAL
2008,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,12730,TOTAL
2008,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,14910,TOTAL
2008,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,20082,TOTAL
2008,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,30930,TOTAL
2008,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7513,TOTAL
2008,NORTH CAROLINA,NC,HERTFORD,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3089,TOTAL
2008,NORTH CAROLINA,NC,HOKE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9227,TOTAL
2008,NORTH CAROLINA,NC,HOKE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6293,TOTAL
2008,NORTH CAROLINA,NC,HYDE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1241,TOTAL
2008,NORTH CAROLINA,NC,HYDE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1212,TOTAL
2008,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,27318,TOTAL
2008,NORTH CAROLINA,NC,IREDELL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,45148,TOTAL
2008,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8766,TOTAL
2008,NORTH CAROLINA,NC,JACKSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7854,TOTAL
2008,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,26795,TOTAL
2008,NORTH CAROLINA,NC,JOHNSTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,43622,TOTAL
2008,NORTH CAROLINA,NC,JONES,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2378,TOTAL
2008,NORTH CAROLINA,NC,JONES,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2817,TOTAL
2008,NORTH CAROLINA,NC,LEE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10784,TOTAL
2008,NORTH CAROLINA,NC,LEE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,12775,TOTAL
2008,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13378,TOTAL
2008,NORTH CAROLINA,NC,LENOIR,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13401,TOTAL
2008,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11713,TOTAL
2008,NORTH CAROLINA,NC,LINCOLN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,23631,TOTAL
2008,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6571,TOTAL
2008,NORTH CAROLINA,NC,MCDOWELL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11534,TOTAL
2008,NORTH CAROLINA,NC,MACON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6620,TOTAL
2008,NORTH CAROLINA,NC,MACON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10317,TOTAL
2008,NORTH CAROLINA,NC,MADISON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5026,TOTAL
2008,NORTH CAROLINA,NC,MADISON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5192,TOTAL
2008,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6539,TOTAL
2008,NORTH CAROLINA,NC,MARTIN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5957,TOTAL
2008,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,BARACK OBAMA,DEMOCRAT,253958,TOTAL
2008,NORTH CAROLINA,NC,MECKLENBURG,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,153848,TOTAL
2008,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2238,TOTAL
2008,NORTH CAROLINA,NC,MITCHELL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5499,TOTAL
2008,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4926,TOTAL
2008,NORTH CAROLINA,NC,MONTGOMERY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6155,TOTAL
2008,NORTH CAROLINA,NC,MOORE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17624,TOTAL
2008,NORTH CAROLINA,NC,MOORE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,27314,TOTAL
2008,NORTH CAROLINA,NC,NASH,US PRESIDENT,BARACK OBAMA,DEMOCRAT,23099,TOTAL
2008,NORTH CAROLINA,NC,NASH,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,23728,TOTAL
2008,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,49145,TOTAL
2008,NORTH CAROLINA,NC,NEW HANOVER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,50544,TOTAL
2008,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6903,TOTAL
2008,NORTH CAROLINA,NC,NORTHAMPTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3671,TOTAL
2008,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,BARACK OBAMA,DEMOCRAT,19499,TOTAL
2008,NORTH CAROLINA,NC,ONSLOW,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,30278,TOTAL
2008,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,53806,TOTAL
2008,NORTH CAROLINA,NC,ORANGE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,20266,TOTAL
2008,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2838,TOTAL
2008,NORTH CAROLINA,NC,PAMLICO,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3823,TOTAL
2008,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10272,TOTAL
2008,NORTH CAROLINA,NC,PASQUOTANK,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7778,TOTAL
2008,NORTH CAROLINA,NC,PENDER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9907,TOTAL
2008,NORTH CAROLINA,NC,PENDER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13618,TOTAL
2008,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2772,TOTAL
2008,NORTH CAROLINA,NC,PERQUIMANS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3678,TOTAL
2008,NORTH CAROLINA,NC,PERSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8446,TOTAL
2008,NORTH CAROLINA,NC,PERSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10030,TOTAL
2008,NORTH CAROLINA,NC,PITT,US PRESIDENT,BARACK OBAMA,DEMOCRAT,40501,TOTAL
2008,NORTH CAROLINA,NC,PITT,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,33927,TOTAL
2008,NORTH CAROLINA,NC,POLK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4396,TOTAL
2008,NORTH CAROLINA,NC,POLK,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5990,TOTAL
2008,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,BARACK OBAMA,DEMOCRAT,16414,TOTAL
2008,NORTH CAROLINA,NC,RANDOLPH,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,40998,TOTAL
2008,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9713,TOTAL
2008,NORTH CAROLINA,NC,RICHMOND,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,9424,TOTAL
2008,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,23058,TOTAL
2008,NORTH CAROLINA,NC,ROBESON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,17433,TOTAL
2008,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17255,TOTAL
2008,NORTH CAROLINA,NC,ROCKINGHAM,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,23899,TOTAL
2008,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,23391,TOTAL
2008,NORTH CAROLINA,NC,ROWAN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,37451,TOTAL
2008,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9641,TOTAL
2008,NORTH CAROLINA,NC,RUTHERFORD,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,18769,TOTAL
2008,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11836,TOTAL
2008,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,14038,TOTAL
2008,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8151,TOTAL
2008,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6005,TOTAL
2008,NORTH CAROLINA,NC,STANLY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8878,TOTAL
2008,NORTH CAROLINA,NC,STANLY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,19329,TOTAL
2008,NORTH CAROLINA,NC,STOKES,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6875,TOTAL
2008,NORTH CAROLINA,NC,STOKES,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,14488,TOTAL
2008,NORTH CAROLINA,NC,SURRY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10475,TOTAL
2008,NORTH CAROLINA,NC,SURRY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,18730,TOTAL
2008,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2806,TOTAL
2008,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2900,TOTAL
2008,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7275,TOTAL
2008,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,9401,TOTAL
2008,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,933,TOTAL
2008,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,960,TOTAL
2008,NORTH CAROLINA,NC,UNION,US PRESIDENT,BARACK OBAMA,DEMOCRAT,31189,TOTAL
2008,NORTH CAROLINA,NC,UNION,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,54123,TOTAL
2008,NORTH CAROLINA,NC,VANCE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13166,TOTAL
2008,NORTH CAROLINA,NC,VANCE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7606,TOTAL
2008,NORTH CAROLINA,NC,WAKE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,250891,TOTAL
2008,NORTH CAROLINA,NC,WAKE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,187001,TOTAL
2008,NORTH CAROLINA,NC,WARREN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7086,TOTAL
2008,NORTH CAROLINA,NC,WARREN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3063,TOTAL
2008,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3748,TOTAL
2008,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2670,TOTAL
2008,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,14558,TOTAL
2008,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13344,TOTAL
2008,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,22671,TOTAL
2008,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,26952,TOTAL
2008,NORTH CAROLINA,NC,WILKES,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8934,TOTAL
2008,NORTH CAROLINA,NC,WILKES,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,20288,TOTAL
2008,NORTH CAROLINA,NC,WILSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,19652,TOTAL
2008,NORTH CAROLINA,NC,WILSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,17375,TOTAL
2008,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4527,TOTAL
2008,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,12409,TOTAL
2008,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4486,TOTAL
2008,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5045,TOTAL
2012,NORTH CAROLINA,NC,ALAMANCE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,28875,TOTAL
2012,NORTH CAROLINA,NC,ALAMANCE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,38170,TOTAL
2012,NORTH CAROLINA,NC,ALEXANDER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4611,TOTAL
2012,NORTH CAROLINA,NC,ALEXANDER,US PRESIDENT,MITT ROMNEY,REPUBLICAN,12253,TOTAL
2012,NORTH CAROLINA,NC,ALLEGHANY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1583,TOTAL
2012,NORTH CAROLINA,NC,ALLEGHANY,US PRESIDENT,MITT ROMNEY,REPUBLICAN,3390,TOTAL
2012,NORTH CAROLINA,NC,ANSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7019,TOTAL
2012,NORTH CAROLINA,NC,ANSON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,4166,TOTAL
2012,NORTH CAROLINA,NC,ASHE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4116,TOTAL
2012,NORTH CAROLINA,NC,ASHE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,8242,TOTAL
2012,NORTH CAROLINA,NC,AVERY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1882,TOTAL
2012,NORTH CAROLINA,NC,AVERY,US PRESIDENT,MITT ROMNEY,REPUBLICAN,5766,TOTAL
2012,NORTH CAROLINA,NC,BEAUFORT,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9435,TOTAL
2012,NORTH CAROLINA,NC,BEAUFORT,US PRESIDENT,MITT ROMNEY,REPUBLICAN,13977,TOTAL
2012,NORTH CAROLINA,NC,BERTIE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6695,TOTAL
2012,NORTH CAROLINA,NC,BERTIE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,3387,TOTAL
2012,NORTH CAROLINA,NC,BLADEN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8062,TOTAL
2012,NORTH CAROLINA,NC,BLADEN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,7748,TOTAL
2012,NORTH CAROLINA,NC,BRUNSWICK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,22038,TOTAL
2012,NORTH CAROLINA,NC,BRUNSWICK,US PRESIDENT,MITT ROMNEY,REPUBLICAN,34743,TOTAL
2012,NORTH CAROLINA,NC,BUNCOMBE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,70625,TOTAL
2012,NORTH CAROLINA,NC,BUNCOMBE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,54701,TOTAL
2012,NORTH CAROLINA,NC,BURKE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13701,TOTAL
2012,NORTH CAROLINA,NC,BURKE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,22267,TOTAL
2012,NORTH CAROLINA,NC,CABARRUS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,32849,TOTAL
2012,NORTH CAROLINA,NC,CABARRUS,US PRESIDENT,MITT ROMNEY,REPUBLICAN,49557,TOTAL
2012,NORTH CAROLINA,NC,CALDWELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10898,TOTAL
2012,NORTH CAROLINA,NC,CALDWELL,US PRESIDENT,MITT ROMNEY,REPUBLICAN,23229,TOTAL
2012,NORTH CAROLINA,NC,CAMDEN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1508,TOTAL
2012,NORTH CAROLINA,NC,CAMDEN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,3109,TOTAL
2012,NORTH CAROLINA,NC,CARTERET,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10301,TOTAL
2012,NORTH CAROLINA,NC,CARTERET,US PRESIDENT,MITT ROMNEY,REPUBLICAN,24775,TOTAL
2012,NORTH CAROLINA,NC,CASWELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5348,TOTAL
2012,NORTH CAROLINA,NC,CASWELL,US PRESIDENT,MITT ROMNEY,REPUBLICAN,5594,TOTAL
2012,NORTH CAROLINA,NC,CATAWBA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,24069,TOTAL
2012,NORTH CAROLINA,NC,CATAWBA,US PRESIDENT,MITT ROMNEY,REPUBLICAN,44538,TOTAL
2012,NORTH CAROLINA,NC,CHATHAM,US PRESIDENT,BARACK OBAMA,DEMOCRAT,18361,TOTAL
2012,NORTH CAROLINA,NC,CHATHAM,US PRESIDENT,MITT ROMNEY,REPUBLICAN,16665,TOTAL
2012,NORTH CAROLINA,NC,CHEROKEE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3378,TOTAL
2012,NORTH CAROLINA,NC,CHEROKEE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,9278,TOTAL
2012,NORTH CAROLINA,NC,CHOWAN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3556,TOTAL
2012,NORTH CAROLINA,NC,CHOWAN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,3891,TOTAL
2012,NORTH CAROLINA,NC,CLAY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1579,TOTAL
2012,NORTH CAROLINA,NC,CLAY,US PRESIDENT,MITT ROMNEY,REPUBLICAN,3973,TOTAL
2012,NORTH CAROLINA,NC,CLEVELAND,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17062,TOTAL
2012,NORTH CAROLINA,NC,CLEVELAND,US PRESIDENT,MITT ROMNEY,REPUBLICAN,25793,TOTAL
2012,NORTH CAROLINA,NC,COLUMBUS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11050,TOTAL
2012,NORTH CAROLINA,NC,COLUMBUS,US PRESIDENT,MITT ROMNEY,REPUBLICAN,12941,TOTAL
2012,NORTH CAROLINA,NC,CRAVEN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,18763,TOTAL
2012,NORTH CAROLINA,NC,CRAVEN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,26928,TOTAL
2012,NORTH CAROLINA,NC,CUMBERLAND,US PRESIDENT,BARACK OBAMA,DEMOCRAT,75792,TOTAL
2012,NORTH CAROLINA,NC,CUMBERLAND,US PRESIDENT,MITT ROMNEY,REPUBLICAN,50666,TOTAL
2012,NORTH CAROLINA,NC,CURRITUCK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3562,TOTAL
2012,NORTH CAROLINA,NC,CURRITUCK,US PRESIDENT,MITT ROMNEY,REPUBLICAN,7496,TOTAL
2012,NORTH CAROLINA,NC,DARE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7393,TOTAL
2012,NORTH CAROLINA,NC,DARE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,10248,TOTAL
2012,NORTH CAROLINA,NC,DAVIDSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,20624,TOTAL
2012,NORTH CAROLINA,NC,DAVIDSON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,49383,TOTAL
2012,NORTH CAROLINA,NC,DAVIE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5735,TOTAL
2012,NORTH CAROLINA,NC,DAVIE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,14687,TOTAL
2012,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9033,TOTAL
2012,NORTH CAROLINA,NC,DUPLIN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,11416,TOTAL
2012,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,BARACK OBAMA,DEMOCRAT,111224,TOTAL
2012,NORTH CAROLINA,NC,DURHAM,US PRESIDENT,MITT ROMNEY,REPUBLICAN,33769,TOTAL
2012,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,18310,TOTAL
2012,NORTH CAROLINA,NC,EDGECOMBE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,8546,TOTAL
2012,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,BARACK OBAMA,DEMOCRAT,92323,TOTAL
2012,NORTH CAROLINA,NC,FORSYTH,US PRESIDENT,MITT ROMNEY,REPUBLICAN,79768,TOTAL
2012,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13436,TOTAL
2012,NORTH CAROLINA,NC,FRANKLIN,US PRESIDENT,MITT ROMNEY,REPUBLICAN,14603,TOTAL
2012,NORTH CAROLINA,NC,GASTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,33171,TOTAL
2012,NORTH CAROLINA,NC,GASTON,US PRESIDENT,MITT ROMNEY,REPUBLICAN,56138,TOTAL
2012,NORTH CAROLINA,NC,GATES,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2786,TOTAL
2012,NORTH CAROLINA,NC,GATES,US PRESIDENT,MITT ROMNEY,REPUBLICAN,2564,TOTAL
2012,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1119,TOTAL
2012,NORTH CAROLINA,NC,GRAHAM,US PRESIDENT,MITT ROMNEY,REPUBLICAN,2750,TOTAL
2012,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13598,TOTAL
2012,NORTH CAROLINA,NC,GRANVILLE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,12405,TOTAL
2012,NORTH CAROLINA,NC,GREENE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3778,TOTAL
2012,NORTH CAROLINA,NC,GREENE,US PRESIDENT,MITT ROMNEY,REPUBLICAN,4411,TOTAL
2012,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,146365,TOTAL
2012,NORTH CAROLINA,NC,GUILFORD,US PRESIDENT,MITT ROMNEY,REPUBLICAN,104789,TOTAL
2012,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17176,TOTAL
2012,NORTH CAROLINA,NC,HALIFAX,US PRESIDENT,MITT ROMNEY,REPUBLICAN,8763,TOTAL
2012,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17331,TOTAL
2012,NORTH CAROLINA,NC,HARNETT,US PRESIDENT,MITT ROMNEY,REPUBLICAN,25565,TOTAL
2012,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11833,TOTAL
2012,NORTH CAROLINA,NC,HAYWOOD,US PRESIDENT,MITT ROMNEY,REPUBLICAN,15633,TOTAL
2012,NORTH CAROLINA,NC,HENDERSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,18642,TOTAL
