year,state,state_po,county,office,candidate,party,candidatevotes,mode
2024,NORTH CAROLINA,NC,SAMPSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,18178,TOTAL
2024,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,6754,TOTAL
2024,NORTH CAROLINA,NC,SCOTLAND,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7767,TOTAL
2024,NORTH CAROLINA,NC,STANLY,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,8881,TOTAL
2024,NORTH CAROLINA,NC,STANLY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,27518,TOTAL
2024,NORTH CAROLINA,NC,STOKES,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5380,TOTAL
2024,NORTH CAROLINA,NC,STOKES,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,21548,TOTAL
2024,NORTH CAROLINA,NC,SURRY,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,8613,TOTAL
2024,NORTH CAROLINA,NC,SURRY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,28565,TOTAL
2024,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,2643,TOTAL
2024,NORTH CAROLINA,NC,SWAIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4311,TOTAL
2024,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,8972,TOTAL
2024,NORTH CAROLINA,NC,TRANSYLVANIA,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11492,TOTAL
2024,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,680,TOTAL
2024,NORTH CAROLINA,NC,TYRRELL,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1057,TOTAL
2024,NORTH CAROLINA,NC,UNION,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,51168,TOTAL
2024,NORTH CAROLINA,NC,UNION,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,86271,TOTAL
2024,NORTH CAROLINA,NC,VANCE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,11292,TOTAL
2024,NORTH CAROLINA,NC,VANCE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8614,TOTAL
2024,NORTH CAROLINA,NC,WAKE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,402984,TOTAL
2024,NORTH CAROLINA,NC,WAKE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,236735,TOTAL
2024,NORTH CAROLINA,NC,WARREN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5872,TOTAL
2024,NORTH CAROLINA,NC,WARREN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3976,TOTAL
2024,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,3138,TOTAL
2024,NORTH CAROLINA,NC,WASHINGTON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2768,TOTAL
2024,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,17225,TOTAL
2024,NORTH CAROLINA,NC,WATAUGA,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15254,TOTAL
2024,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,22618,TOTAL
2024,NORTH CAROLINA,NC,WAYNE,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,31580,TOTAL
2024,NORTH CAROLINA,NC,WILKES,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,7194,TOTAL
2024,NORTH CAROLINA,NC,WILKES,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,28812,TOTAL
2024,NORTH CAROLINA,NC,WILSON,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,19909,TOTAL
2024,NORTH CAROLINA,NC,WILSON,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,19750,TOTAL
2024,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,3739,TOTAL
2024,NORTH CAROLINA,NC,YADKIN,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16439,TOTAL
2024,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,3635,TOTAL
2024,NORTH CAROLINA,NC,YANCEY,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7509,TOTAL
